# t	x	v	s	E_total
5.176	0.170904	0.00773373	0	0.14607
5.177	0.170917	0.0124879	0	0.146141
5.178	0.170934	0.0162235	0	0.146224
5.179	0.170954	0.0192167	0	0.146311
5.18	0.170973	0.0181975	0	0.146325
5.181	0.170998	0.0239502	0	0.146488
5.182	0.17101	0.0115471	0	0.14629
5.183	0.171011	-0.000783864	0	0.146223
5.184	0.171006	-0.00576037	0	0.146231
5.185	0.171008	0.00188586	0	0.146221
5.186	0.170998	-0.0109569	0	0.146262
5.187	0.170967	-0.0321409	0	0.146665
5.188	0.170908	-0.0602431	0	0.147862
5.189	0.170823	-0.0851035	0	0.149524
5.19	0.170734	-0.0902355	0	0.149822
5.191	0.170648	-0.086943	0	0.149383
5.192	0.170563	-0.0860011	0	0.149156
5.193	0.170484	-0.0795021	0	0.148484
5.194	0.170402	-0.0831504	0	0.148641
5.195	0.170313	-0.0897686	0	0.149062
5.196	0.170231	-0.0826765	0	0.148311
5.197	0.170157	-0.0753131	0	0.147602
5.198	0.170058	-0.0997891	0	0.149577
5.199	0.169949	-0.109817	0	0.150443
5.2	0.169839	-0.110098	0	0.150288
5.201	0.16973	-0.110659	0	0.150163
5.202	0.169622	-0.108736	0	0.149769
5.203	0.1695	-0.122848	0	0.151197
5.204	0.169382	-0.118503	0	0.150473
5.205	0.169238	-0.144409	0	0.153635
5.206	0.169075	-0.164643	0	0.156485
5.207	0.168907	-0.169021	0	0.156931
5.208	0.16875	-0.157223	0	0.154743
5.209	0.168595	-0.15579	0	0.154257
5.21	0.168447	-0.148729	0	0.152933
5.211	0.1683	-0.148391	0	0.152634
5.212	0.168128	-0.172894	0	0.156281
5.213	0.167964	-0.164772	0	0.154634
5.214	0.167793	-0.171959	0	0.155557
5.215	0.167631	-0.162905	0	0.153769
5.216	0.167477	-0.154161	0	0.152126
5.217	0.167355	-0.122875	0	0.147588
5.218	0.167239	-0.117539	0	0.146751
5.219	0.167133	-0.106024	0	0.145288
5.22	0.167002	-0.132505	0	0.148227
5.221	0.166888	-0.114868	0	0.145855
5.222	0.16676	-0.128186	0	0.147261
5.223	0.166631	-0.130103	0	0.147293
5.224	0.16651	-0.121892	0	0.146057
5.225	0.166388	-0.123043	0	0.145994
5.226	0.166294	-0.0941607	0	0.142702
5.227	0.166195	-0.100066	0	0.143111
5.228	0.166085	-0.11116	0	0.144099
5.229	0.165954	-0.131356	0	0.146331
5.23	0.165839	-0.115732	0	0.144211
5.231	0.165738	-0.102407	0	0.142589
5.232	0.165643	-0.0954747	0	0.141746
5.233	0.165559	-0.0850097	0	0.140662
5.234	0.16548	-0.0799597	0	0.140115
5.235	0.165393	-0.0874678	0	0.1406
5.236	0.165332	-0.062533	0	0.138628
5.237	0.165231	-0.101256	0	0.141633
5.238	0.165132	-0.100397	0	0.141382
5.239	0.165028	-0.103852	0	0.141565
5.24	0.164908	-0.121121	0	0.143309
5.241	0.164797	-0.112211	0	0.142086
5.242	0.16466	-0.13717	0	0.144973
5.243	0.164535	-0.125823	0	0.143275
5.244	0.164414	-0.122349	0	0.142644
5.245	0.164301	-0.113659	0	0.141433
5.246	0.164191	-0.110667	0	0.140917
5.247	0.164083	-0.108633	0	0.140517
5.248	0.16398	-0.104562	0	0.139913
5.249	0.163872	-0.108879	0	0.140197
5.25	0.163773	-0.0998763	0	0.139095
5.251	0.163692	-0.0815258	0	0.137298
5.252	0.163605	-0.0874499	0	0.137657
5.253	0.163509	-0.0971366	0	0.138394
5.254	0.163411	-0.0990779	0	0.138423
5.255	0.163291	-0.120304	0	0.140557
5.256	0.163151	-0.140836	0	0.143009
5.257	0.163002	-0.150381	0	0.144155
5.258	0.162886	-0.116243	0	0.139416
5.259	0.162767	-0.120208	0	0.13969
5.26	0.162633	-0.134502	0	0.141293
5.261	0.162499	-0.134935	0	0.141133
5.262	0.162337	-0.162386	0	0.144952
5.263	0.162184	-0.153994	0	0.143376
5.264	0.162008	-0.177136	0	0.146921
5.265	0.161826	-0.182453	0	0.147583
5.266	0.16164	-0.186804	0	0.148086
5.267	0.16145	-0.190939	0	0.14856
5.268	0.161259	-0.191934	0	0.148442
5.269	0.161045	-0.215033	0	0.152797
5.27	0.160819	-0.226306	0	0.154921
5.271	0.16059	-0.230108	0	0.155421
5.272	0.16035	-0.240562	0	0.157496
5.273	0.160089	-0.262002	0	0.162465
5.274	0.159828	-0.261643	0	0.161954
5.275	0.159568	-0.260705	0	0.161294
5.276	0.159293	-0.276041	0	0.164971
5.277	0.159014	-0.279599	0	0.165515
5.278	0.158737	-0.277975	0	0.164622
5.279	0.158438	-0.299464	0	0.170353
5.28	0.158128	-0.310742	0	0.173303
5.281	0.157804	-0.325289	0	0.177417
5.282	0.157465	-0.339632	0	0.181651
5.283	0.157121	-0.345239	0	0.183029
5.284	0.156766	-0.355301	0	0.185998
5.285	0.156402	-0.365294	0	0.189027
5.286	0.156037	-0.3658	0	0.188642
5.287	0.155671	-0.366173	0	0.188209
5.288	0.155312	-0.35963	0	0.185277
5.289	0.154953	-0.36001	0	0.184856
5.29	0.154603	-0.35051	0	0.180939
5.291	0.154265	-0.339532	0	0.176629
5.292	0.153923	-0.342324	0	0.177054
5.293	0.153601	-0.322584	0	0.169997
5.294	0.153267	-0.335347	0	0.173682
5.295	0.15291	-0.356908	0	0.1806
5.296	0.152586	-0.325297	0	0.169321
5.297	0.152264	-0.322746	0	0.168004
5.298	0.151936	-0.328393	0	0.169344
5.299	0.1516	-0.33704	0	0.171711
5.3	0.151246	-0.354815	0	0.177323
5.301	0.150888	-0.358533	0	0.178109
5.302	0.150544	-0.345125	0	0.172873
5.303	0.150194	-0.350269	0	0.174136
5.304	0.149857	-0.338231	0	0.169485
5.305	0.149515	-0.342844	0	0.170544
5.306	0.149173	-0.342473	0	0.169907
5.307	0.148839	-0.335055	0	0.166896
5.308	0.148498	-0.341569	0	0.168593
5.309	0.148161	-0.337635	0	0.166757
5.31	0.147819	-0.342618	0	0.167946
5.311	0.147478	-0.342203	0	0.1673
5.312	0.147146	-0.332582	0	0.163565
5.313	0.146834	-0.312158	0	0.156523
5.314	0.146516	-0.318963	0	0.158204
5.315	0.146193	-0.323467	0	0.159178
5.316	0.14588	-0.314489	0	0.155856
5.317	0.145559	-0.321488	0	0.157614
5.318	0.14524	-0.319372	0	0.156473
5.319	0.144897	-0.343599	0	0.164006
5.32	0.14453	-0.367738	0	0.172061
5.321	0.144145	-0.385974	0	0.178377
5.322	0.143774	-0.371897	0	0.172508
5.323	0.143398	-0.376775	0	0.173794
5.324	0.143011	-0.387086	0	0.177179
5.325	0.14262	-0.392243	0	0.178629
5.326	0.142219	-0.401513	0	0.181738
5.327	0.141831	-0.388622	0	0.176094
5.328	0.141443	-0.388694	0	0.175573
5.329	0.141059	-0.384527	0	0.173419
5.33	0.140679	-0.380608	0	0.171385
5.331	0.140274	-0.406371	0	0.180953
5.332	0.139842	-0.432605	0	0.191352
5.333	0.139426	-0.416704	0	0.184019
5.334	0.139016	-0.410145	0	0.180737
5.335	0.138618	-0.399461	0	0.175859
5.336	0.138219	-0.399222	0	0.175212
5.337	0.137835	-0.384737	0	0.169004
5.338	0.137445	-0.390851	0	0.170838
5.339	0.137078	-0.368127	0	0.16171
5.34	0.136712	-0.365874	0	0.160383
5.341	0.136333	-0.379688	0	0.165016
5.342	0.135959	-0.374752	0	0.162644
5.343	0.135612	-0.348114	0	0.152544
5.344	0.135266	-0.34662	0	0.151557
5.345	0.134893	-0.373188	0	0.160616
5.346	0.134548	-0.346402	0	0.150513
5.347	0.134214	-0.334326	0	0.145954
5.348	0.133871	-0.343468	0	0.148593
5.349	0.133545	-0.326768	0	0.14256
5.35	0.133208	-0.337289	0	0.145604
5.351	0.132876	-0.333277	0	0.143817
5.352	0.13254	-0.336391	0	0.144414
5.353	0.132203	-0.337322	0	0.144282
5.354	0.131859	-0.344792	0	0.146375
5.355	0.131508	-0.351656	0	0.148303
5.356	0.13116	-0.348927	0	0.14689
5.357	0.130812	-0.348995	0	0.146457
5.358	0.130468	-0.34456	0	0.14447
5.359	0.130129	-0.339474	0	0.142289
5.36	0.129795	-0.334217	0	0.140085
5.361	0.129473	-0.32265	0	0.135868
5.362	0.129132	-0.342052	0	0.141875
5.363	0.12878	-0.352139	0	0.144923
5.364	0.128421	-0.359815	0	0.147194
5.365	0.12805	-0.371895	0	0.151137
5.366	0.127702	-0.348236	0	0.142174
5.367	0.127366	-0.336875	0	0.137853
5.368	0.127032	-0.334974	0	0.136789
5.369	0.126707	-0.325349	0	0.1332
5.37	0.126377	-0.331198	0	0.134701
5.371	0.126038	-0.338743	0	0.136802
5.372	0.125707	-0.331762	0	0.134045
5.373	0.125358	-0.350404	0	0.139964
5.374	0.125023	-0.335496	0	0.134432
5.375	0.124686	-0.337812	0	0.134791
5.376	0.124349	-0.336642	0	0.133978
5.377	0.124033	-0.317168	0	0.127219
5.378	0.123725	-0.308113	0	0.124007
5.379	0.123411	-0.315396	0	0.125888
5.38	0.123084	-0.327569	0	0.129399
5.381	0.122759	-0.325578	0	0.128349
5.382	0.12246	-0.299398	0	0.119802
5.383	0.122171	-0.289343	0	0.116489
5.384	0.121878	-0.293959	0	0.117477
5.385	0.121578	-0.300061	0	0.118925
5.386	0.121283	-0.296201	0	0.117415
5.387	0.120984	-0.299647	0	0.11808
5.388	0.120693	-0.291022	0	0.115181
5.389	0.120418	-0.27628	0	0.110667
5.39	0.120112	-0.306463	0	0.119094
5.391	0.119842	-0.270496	0	0.108395
5.392	0.119561	-0.281463	0	0.111085
5.393	0.119283	-0.278568	0	0.109942
5.394	0.119017	-0.26705	0	0.106483
5.395	0.118759	-0.258334	0	0.103887
5.396	0.118507	-0.25243	0	0.10208
5.397	0.118229	-0.278804	0	0.108756
5.398	0.117947	-0.282729	0	0.109525
5.399	0.117669	-0.278272	0	0.107948
5.4	0.117406	-0.263875	0	0.103736
5.401	0.117117	-0.289539	0	0.110498
5.402	0.116828	-0.289589	0	0.110175
5.403	0.116566	-0.262556	0	0.102406
5.404	0.116308	-0.258114	0	0.10095
5.405	0.11606	-0.249029	0	0.0983571
5.406	0.115813	-0.24711	0	0.0975954
5.407	0.115554	-0.259863	0	0.100528
5.408	0.115291	-0.263197	0	0.101097
5.409	0.115023	-0.268549	0	0.102211
5.41	0.114764	-0.259838	0	0.099612
5.411	0.114492	-0.272878	0	0.102773
5.412	0.114243	-0.249182	0	0.0963034
5.413	0.114011	-0.233108	0	0.0921618
5.414	0.113769	-0.242512	0	0.0941227
5.415	0.11352	-0.248936	0	0.095419
5.416	0.113299	-0.221951	0	0.0888145
5.417	0.113085	-0.215053	0	0.0870645
5.418	0.112877	-0.207777	0	0.085292
5.419	0.11267	-0.20749	0	0.0849991
5.42	0.112473	-0.197585	0	0.0827712
5.421	0.112275	-0.198446	0	0.0827192
5.422	0.112081	-0.195111	0	0.0818448
5.423	0.111889	-0.192017	0	0.0810314
5.424	0.111716	-0.173969	0	0.0775349
5.425	0.11153	-0.186915	0	0.0796629
5.426	0.111365	-0.165269	0	0.0756677
5.427	0.111211	-0.154503	0	0.0737751
5.428	0.111046	-0.165866	0	0.0754116
5.429	0.11087	-0.17642	0	0.0770227
5.43	0.110694	-0.176375	0	0.07682
5.431	0.110537	-0.157463	0	0.0734896
5.432	0.110377	-0.160763	0	0.0738377
5.433	0.110208	-0.169879	0	0.0751581
5.434	0.110016	-0.192473	0	0.0790401
5.435	0.109823	-0.193568	0	0.0790395
5.436	0.109637	-0.186248	0	0.0774455
5.437	0.109444	-0.193908	0	0.0786896
5.438	0.10926	-0.184552	0	0.076718
5.439	0.109079	-0.180755	0	0.0758277
5.44	0.108899	-0.181145	0	0.0757014
5.441	0.108755	-0.144609	0	0.0695938
5.442	0.108612	-0.142821	0	0.0691822
5.443	0.108455	-0.157761	0	0.071257
5.444	0.108311	-0.144316	0	0.0690704
5.445	0.108149	-0.163071	0	0.071777
5.446	0.107985	-0.164637	0	0.0718562
5.447	0.107814	-0.170879	0	0.0727196
5.448	0.107626	-0.189208	0	0.0758163
5.449	0.107454	-0.172007	0	0.0725254
5.45	0.107281	-0.174292	0	0.0727344
5.451	0.107098	-0.182629	0	0.0740271
5.452	0.106927	-0.172444	0	0.0720349
5.453	0.106758	-0.169441	0	0.0713412
5.454	0.106574	-0.18431	0	0.073775
5.455	0.106389	-0.185375	0	0.0737751
5.456	0.106194	-0.195444	0	0.0754851
5.457	0.106004	-0.190199	0	0.0742726
5.458	0.105797	-0.207927	0	0.0775819
5.459	0.1056	-0.197262	0	0.0752133
5.46	0.10541	-0.191157	0	0.0738265
5.461	0.105235	-0.175627	0	0.0707941
5.462	0.105046	-0.189027	0	0.073039
5.463	0.10487	-0.176416	0	0.07055
5.464	0.104676	-0.194722	0	0.0737436
5.465	0.104464	-0.212779	0	0.0772008
5.466	0.104255	-0.208924	0	0.0761704
5.467	0.104038	-0.218354	0	0.0779582
5.468	0.103819	-0.219522	0	0.0779863
5.469	0.103597	-0.22157	0	0.0782089
5.47	0.103383	-0.215197	0	0.076595
5.471	0.103175	-0.207917	0	0.0748406
5.472	0.102975	-0.200864	0	0.0731924
5.473	0.10276	-0.215188	0	0.0759514
5.474	0.102554	-0.207291	0	0.0740709
5.475	0.102366	-0.188285	0	0.0701194
5.476	0.102185	-0.180913	0	0.0685741
5.477	0.10203	-0.155963	0	0.0642128
5.478	0.101875	-0.155447	0	0.0639745
5.479	0.101723	-0.152789	0	0.0634098
5.48	0.10156	-0.162985	0	0.0648546
5.481	0.101396	-0.16455	0	0.0649444
5.482	0.10122	-0.177108	0	0.0669107
5.483	0.101043	-0.1771	0	0.0667306
5.484	0.100856	-0.187364	0	0.0684124
5.485	0.100663	-0.19409	0	0.0695002
5.486	0.100462	-0.201353	0	0.0707343
5.487	0.100267	-0.195012	0	0.0692824
5.488	0.10006	-0.208136	0	0.07172
5.489	0.0998329	-0.22717	0	0.0756362
5.49	0.0996071	-0.226341	0	0.0752229
5.491	0.0993882	-0.219345	0	0.0734462
5.492	0.0991829	-0.205767	0	0.0703564
5.493	0.0989825	-0.200963	0	0.0691807
5.494	0.0987569	-0.226065	0	0.0743173
5.495	0.0985413	-0.216125	0	0.071907
5.496	0.0983325	-0.209246	0	0.0702384
5.497	0.0980974	-0.235578	0	0.0758639
5.498	0.0978709	-0.227063	0	0.0736724
5.499	0.097646	-0.225366	0	0.0730686
5.5	0.0974423	-0.204215	0	0.0683268
5.501	0.0972384	-0.204337	0	0.0681533
5.502	0.0970324	-0.206468	0	0.068391
5.503	0.0968236	-0.209301	0	0.0687775
5.504	0.0966227	-0.201347	0	0.0669501
5.505	0.0964495	-0.173697	0	0.0615978
5.506	0.0962871	-0.16287	0	0.0596193
5.507	0.0961359	-0.151764	0	0.0577266
5.508	0.0959773	-0.158992	0	0.0586975
5.509	0.095818	-0.159789	0	0.0586717
5.51	0.0956395	-0.178982	0	0.061752
5.511	0.0954797	-0.160353	0	0.0584384
5.512	0.0953016	-0.178536	0	0.0613496
5.513	0.0951141	-0.187998	0	0.062905
5.514	0.0949116	-0.202994	0	0.0656443
5.515	0.094706	-0.206057	0	0.0660759
5.516	0.0945133	-0.193093	0	0.0633063
5.517	0.0943139	-0.199876	0	0.0644508
5.518	0.0940928	-0.221566	0	0.068813
5.519	0.0938861	-0.207266	0	0.0655525
5.52	0.0936852	-0.201304	0	0.0641463
5.521	0.0934728	-0.212881	0	0.0663449
5.522	0.0932742	-0.199115	0	0.0633238
5.523	0.0930662	-0.20841	0	0.0650239
5.524	0.0928519	-0.214778	0	0.0661722
5.525	0.0926447	-0.207632	0	0.0644707
5.526	0.092419	-0.22616	0	0.0682807
5.527	0.0921799	-0.23964	0	0.0711992
5.528	0.0919466	-0.233707	0	0.0695803
5.529	0.0917193	-0.227744	0	0.0679957
5.53	0.0915038	-0.215956	0	0.0651833
5.531	0.0912864	-0.217921	0	0.0654107
5.532	0.0910803	-0.206496	0	0.0627984
5.533	0.0908841	-0.196624	0	0.0606301
5.534	0.0906646	-0.220003	0	0.0653011
5.535	0.0904622	-0.202831	0	0.0614873
5.536	0.0902374	-0.225311	0	0.0660963
5.537	0.0900032	-0.234629	0	0.0680282
5.538	0.0897596	-0.244047	0	0.0700634
5.539	0.0895252	-0.234836	0	0.0676478
5.54	0.0893025	-0.223152	0	0.064773
5.541	0.089081	-0.221948	0	0.0643076
5.542	0.0888466	-0.234864	0	0.0670491
5.543	0.0886316	-0.215387	0	0.0624737
5.544	0.0884082	-0.223814	0	0.0641265
5.545	0.0881935	-0.2152	0	0.0620459
5.546	0.0879745	-0.219391	0	0.0627639
5.547	0.0877641	-0.21087	0	0.0607458
5.548	0.087541	-0.223571	0	0.0633091
5.549	0.0873116	-0.229838	0	0.0645294
5.55	0.087093	-0.219029	0	0.0619129
5.551	0.0868804	-0.213048	0	0.0604357
5.552	0.0866601	-0.220701	0	0.0619043
5.553	0.0864223	-0.238225	0	0.0657197
5.554	0.0861399	-0.282826	0	0.0770958
5.555	0.0858707	-0.269607	0	0.0732129
5.556	0.0855888	-0.282347	0	0.0764873
5.557	0.0853019	-0.287324	0	0.0776596
5.558	0.0850267	-0.275618	0	0.0741304
5.559	0.084766	-0.261186	0	0.0700354
5.56	0.0845094	-0.256963	0	0.0687242
5.561	0.0842472	-0.262651	0	0.0699806
5.562	0.0839872	-0.2604	0	0.0691733
5.563	0.0837182	-0.269455	0	0.0713468
5.564	0.0834446	-0.273998	0	0.0723524
5.565	0.0831746	-0.270388	0	0.0711449
5.566	0.0829233	-0.25171	0	0.0660604
5.567	0.0826437	-0.280086	0	0.0733739
5.568	0.082344	-0.3001	0	0.0789326
5.569	0.0820559	-0.288448	0	0.0752671
5.57	0.08176	-0.296352	0	0.0773358
5.571	0.081471	-0.289386	0	0.0750598
5.572	0.0812031	-0.268263	0	0.0689522
5.573	0.0809419	-0.26161	0	0.066978
5.574	0.0806725	-0.26986	0	0.0689526
5.575	0.080416	-0.256852	0	0.0653203
5.576	0.080186	-0.230455	0	0.0587037
5.577	0.0799676	-0.218789	0	0.0559084
5.578	0.0797681	-0.199919	0	0.0517985
5.579	0.0795782	-0.190279	0	0.0497665
5.58	0.0794271	-0.15144	0	0.0430104
5.581	0.0792911	-0.136409	0	0.0407391
5.582	0.079162	-0.129522	0	0.0397211
5.583	0.0790465	-0.115902	0	0.0379584
5.584	0.0789158	-0.131145	0	0.039738
5.585	0.0788106	-0.105575	0	0.0366286
5.586	0.078715	-0.0959563	0	0.0355841
5.587	0.0786119	-0.103454	0	0.0362506
5.588	0.078522	-0.0903366	0	0.0349089
5.589	0.0784514	-0.0710251	0	0.0332954
5.59	0.0783998	-0.0519176	0	0.0320804
5.591	0.078346	-0.0542793	0	0.0321636
5.592	0.0783007	-0.0456593	0	0.0316974
5.593	0.0782627	-0.0383708	0	0.0313614
5.594	0.0782373	-0.025834	0	0.030939
5.595	0.0782104	-0.0272233	0	0.0309549
5.596	0.078175	-0.0358244	0	0.0311983
5.597	0.078137	-0.0384183	0	0.0312649
5.598	0.0781004	-0.0370088	0	0.0311832
5.599	0.0780862	-0.0145222	0	0.0305927
5.6	0.0780702	-0.0163739	0	0.0306089
5.601	0.0780422	-0.0284639	0	0.030858
5.602	0.0780189	-0.0236299	0	0.030714
5.603	0.0780025	-0.0168185	0	0.0305634
5.604	0.0779497	-0.0531857	0	0.0317951
5.605	0.0779021	-0.0480165	0	0.0314965
5.606	0.0778317	-0.0707506	0	0.0327917
5.607	0.0777719	-0.0601852	0	0.0320535
5.608	0.0777365	-0.0357929	0	0.0308554
5.609	0.0777141	-0.0227749	0	0.0304568
5.61	0.0777196	0.0051202	0	0.0302148
5.611	0.0777025	-0.0175324	0	0.0303421
5.612	0.0776832	-0.0197096	0	0.0303676
5.613	0.0776246	-0.0589938	0	0.031868
5.614	0.0775671	-0.0578026	0	0.0317539
5.615	0.0774992	-0.0683272	0	0.0323649
5.616	0.0773958	-0.103795	0	0.0353372
5.617	0.0773105	-0.0856853	0	0.0335556
5.618	0.077212	-0.0988423	0	0.0346934
5.619	0.0771115	-0.100934	0	0.0348248
5.62	0.0770046	-0.107243	0	0.0353991
5.621	0.0769118	-0.0932097	0	0.0339212
5.622	0.0768258	-0.0863995	0	0.0332435
5.623	0.076754	-0.0722277	0	0.0320643
5.624	0.076692	-0.062294	0	0.0313486
5.625	0.0766295	-0.0628786	0	0.0313373
5.626	0.0765632	-0.0667159	0	0.0315351
5.627	0.0765068	-0.05684	0	0.0308818
5.628	0.0764534	-0.0537881	0	0.0306722
5.629	0.0764064	-0.0472975	0	0.0303082
5.63	0.0763542	-0.052578	0	0.0305321
5.631	0.0763045	-0.050077	0	0.0303658
5.632	0.0762444	-0.06049	0	0.0308956
5.633	0.076187	-0.057771	0	0.0306911
5.634	0.0761224	-0.0650047	0	0.0310859
5.635	0.0760541	-0.0687237	0	0.0312826
5.636	0.0759905	-0.0639505	0	0.0309176
5.637	0.0759374	-0.0534691	0	0.0302619
5.638	0.0758904	-0.0473676	0	0.0299186
5.639	0.0758585	-0.0322661	0	0.0292931
5.64	0.075814	-0.0449098	0	0.0297473
5.641	0.0757667	-0.0477273	0	0.0298419
5.642	0.0756957	-0.0713337	0	0.0311934
5.643	0.0756146	-0.0815246	0	0.0319109
5.644	0.0755316	-0.0832992	0	0.0319945
5.645	0.0754341	-0.0978958	0	0.0332433
5.646	0.0753505	-0.083991	0	0.0319157
5.647	0.0752874	-0.0634721	0	0.0303553
5.648	0.0752564	-0.0313881	0	0.0288102
5.649	0.0752258	-0.0309585	0	0.0287738
5.65	0.075214	-0.0121993	0	0.0283601
5.651	0.07521	-0.0043442	0	0.0282922
5.652	0.0752078	-0.00261767	0	0.0282845
5.653	0.0751995	-0.00871009	0	0.0283127
5.654	0.0751888	-0.0110642	0	0.028328
5.655	0.075182	-0.00710441	0	0.0282869
5.656	0.0751577	-0.0246782	0	0.0285479
5.657	0.0751101	-0.0479751	0	0.0293585
5.658	0.0750393	-0.0711809	0	0.0306879
5.659	0.0749843	-0.0553707	0	0.0296462
5.66	0.0749275	-0.0572395	0	0.0297088
5.661	0.0748596	-0.0682328	0	0.0303477
5.662	0.0747961	-0.0639001	0	0.0300139
5.663	0.0747431	-0.0533479	0	0.0293557
5.664	0.0746803	-0.0631993	0	0.0298828
5.665	0.0746316	-0.0490137	0	0.0290506
5.666	0.0745651	-0.0669231	0	0.0300391
5.667	0.0745082	-0.0572727	0	0.0293974
5.668	0.0744488	-0.0597768	0	0.0294997
5.669	0.0743987	-0.0504561	0	0.0289487
5.67	0.07433	-0.0690787	0	0.0300107
5.671	0.0742747	-0.0556604	0	0.0291327
5.672	0.0742188	-0.0562459	0	0.029124
5.673	0.0741629	-0.0562647	0	0.0290836
5.674	0.0741182	-0.0450892	0	0.0284841
5.675	0.0740626	-0.056026	0	0.0289958
5.676	0.0740139	-0.0490537	0	0.0285934
5.677	0.073967	-0.0472064	0	0.0284698
5.678	0.0739311	-0.036281	0	0.0279872
5.679	0.0738996	-0.0319249	0	0.0278153
5.68	0.0738891	-0.0108484	0	0.0273568
5.681	0.0738792	-0.0103153	0	0.0273438
5.682	0.0738851	0.00555414	0	0.0273104
5.683	0.0738753	-0.0101186	0	0.027339
5.684	0.073852	-0.0237224	0	0.0275519
5.685	0.0738462	-0.00609239	0	0.0272849
5.686	0.0738479	0.00126041	0	0.0272683
5.687	0.0738739	0.0256943	0	0.0276169
5.688	0.0739154	0.0410537	0	0.0281601
5.689	0.0739682	0.052459	0	0.0287324
5.69	0.0740293	0.0606928	0	0.0292435
5.691	0.0741031	0.0734766	0	0.0301558
5.692	0.0741981	0.0946341	0	0.0320046
5.693	0.0742915	0.0930393	0	0.0319243
5.694	0.0743968	0.104864	0	0.0331726
5.695	0.0745119	0.114735	0	0.0343421
5.696	0.0746362	0.124001	0	0.0355409
5.697	0.074771	0.134433	0	0.0369897
5.698	0.0748993	0.127918	0	0.0362311
5.699	0.0750025	0.102782	0	0.0334089
5.7	0.0750869	0.0840547	0	0.0317228
5.701	0.0751765	0.0891534	0	0.0322317
5.702	0.0752559	0.0790838	0	0.0314444
5.703	0.0753649	0.108625	0	0.0342991
5.704	0.0754676	0.102333	0	0.0337129
5.705	0.0755265	0.058533	0	0.0302343
5.706	0.0755993	0.0723596	0	0.0311942
5.707	0.0756555	0.0558086	0	0.030176
5.708	0.0757245	0.0686197	0	0.0310253
5.709	0.0757842	0.0594106	0	0.0304811
5.71	0.0758515	0.0668383	0	0.0310009
5.711	0.0759228	0.0709938	0	0.0313415
5.712	0.0759973	0.0741209	0	0.0316249
5.713	0.0760752	0.0774819	0	0.0319389
5.714	0.0761502	0.0746167	0	0.0317781
5.715	0.0762452	0.0945838	0	0.0335397
5.716	0.0763414	0.0958708	0	0.0337357
5.717	0.0764419	0.100119	0	0.0342287
5.718	0.0765449	0.102575	0	0.0345564
5.719	0.076663	0.117765	0	0.0363204
5.72	0.07678	0.116603	0	0.0362739
5.721	0.0769027	0.122341	0	0.0370539
5.722	0.0770367	0.133574	0	0.0385943
5.723	0.0771692	0.132161	0	0.0385087
5.724	0.077281	0.11137	0	0.0360634
5.725	0.0773962	0.114824	0	0.0365432
5.726	0.0774975	0.100939	0	0.0351237
5.727	0.0775997	0.101769	0	0.0352871
5.728	0.0777009	0.100858	0	0.0352733
5.729	0.0778062	0.104869	0	0.0357678
5.73	0.0779028	0.0961991	0	0.0349714
5.731	0.0779923	0.0891219	0	0.0343854
5.732	0.078084	0.0912646	0	0.0346501
5.733	0.078159	0.0746729	0	0.0333322
5.734	0.0782145	0.0550746	0	0.0321041
5.735	0.0782755	0.0605737	0	0.0324698
5.736	0.0783352	0.0593486	0	0.0324431
5.737	0.0783739	0.0383638	0	0.0314483
5.738	0.0784123	0.0379513	0	0.0314626
5.739	0.0784519	0.0391963	0	0.0315417
5.74	0.0784827	0.0304265	0	0.0312606
5.741	0.0784953	0.0121903	0	0.0308818
5.742	0.0785202	0.0245073	0	0.0311274
5.743	0.0785483	0.0277224	0	0.0312334
5.744	0.0785703	0.021644	0	0.0311007
5.745	0.0785779	0.00718863	0	0.0308983
5.746	0.0785996	0.0212854	0	0.031116
5.747	0.0786187	0.0187094	0	0.0310795
5.748	0.0786411	0.0220463	0	0.0311652
5.749	0.0786803	0.0387636	0	0.0317043
5.75	0.0787263	0.045586	0	0.0320282
5.751	0.0787609	0.0342207	0	0.0316019
5.752	0.0787864	0.0250901	0	0.0313512
5.753	0.0788115	0.0246913	0	0.0313611
5.754	0.078851	0.0391002	0	0.0318518
5.755	0.0788823	0.0309396	0	0.0315907
5.756	0.0789158	0.0331314	0	0.0316874
5.757	0.0789557	0.0395084	0	0.0319505
5.758	0.0789658	0.00972847	0	0.0312253
5.759	0.0789765	0.0102977	0	0.0312395
5.76	0.0789786	0.00165583	0	0.0311895
5.761	0.0789669	-0.0121184	0	0.0312522
5.762	0.0789866	0.0193796	0	0.0313822
5.763	0.0790384	0.0513262	0	0.0325525
5.764	0.0790879	0.0491333	0	0.0324815
5.765	0.0791136	0.0253472	0	0.0316161
5.766	0.0791481	0.0340982	0	0.0319035
5.767	0.0791962	0.0477232	0	0.032499
5.768	0.0792739	0.0772813	0	0.034408
5.769	0.0793522	0.0778584	0	0.0345148
5.77	0.0794345	0.0819585	0	0.0349078
5.771	0.0795218	0.0868719	0	0.0353919
5.772	0.079597	0.0748457	0	0.0344794
5.773	0.0796661	0.0686903	0	0.0340926
5.774	0.079721	0.0544925	0	0.0332619
5.775	0.0797797	0.0582818	0	0.0335224
5.776	0.0798267	0.0466012	0	0.0329473
5.777	0.0798549	0.0278278	0	0.0322712
5.778	0.0799145	0.0592123	0	0.0336847
5.779	0.079972	0.0570669	0	0.0336059
5.78	0.0800105	0.0380891	0	0.0327338
