# t	x	v	s	E_total
2.643	0.300051	0.322061	1	0.25176
2.644	0.300371	0.321311	1	0.250879
2.645	0.300714	0.343482	1	0.257565
2.646	0.301043	0.330839	1	0.252646
2.647	0.301368	0.325395	1	0.250215
2.648	0.301701	0.333886	1	0.252353
2.649	0.302037	0.337719	1	0.252973
2.65	0.302383	0.346238	1	0.255204
2.651	0.30272	0.338479	1	0.251881
2.652	0.30304	0.320432	1	0.245305
2.653	0.30337	0.331163	1	0.248152
2.654	0.303687	0.317851	1	0.243209
2.655	0.304026	0.340692	1	0.250064
2.656	0.304351	0.326081	1	0.244556
2.657	0.304671	0.320123	1	0.242007
2.658	0.304981	0.311018	1	0.238529
2.659	0.305292	0.312284	1	0.238317
2.66	0.305607	0.315986	1	0.238867
2.661	0.305911	0.304804	1	0.234806
2.662	0.306234	0.324367	1	0.240333
2.663	0.306537	0.303874	1	0.233309
2.664	0.306833	0.296394	1	0.230493
2.665	0.30712	0.288277	1	0.227566
2.666	0.307396	0.277442	1	0.223968
2.667	0.30767	0.274621	1	0.222663
2.668	0.307928	0.25863	1	0.217904
2.669	0.308202	0.275005	1	0.221747
2.67	0.308491	0.290473	1	0.225565
2.671	0.308779	0.288562	1	0.224462
2.672	0.309048	0.270363	1	0.218861
2.673	0.30931	0.26304	1	0.216408
2.674	0.309552	0.243096	1	0.210899
2.675	0.309793	0.24126	1	0.209997
2.676	0.309999	0.207597	1	0.202049
2.677	0.310211	0.212697	1	0.202719
2.678	0.310444	0.233711	1	0.206968
2.679	0.31066	0.21679	1	0.202747
2.68	0.310889	0.230201	1	0.205311
2.681	0.311126	0.237734	1	0.206626
2.682	0.311347	0.22244	1	0.202689
2.683	0.311573	0.226173	1	0.203102
2.684	0.31177	0.198607	1	0.196875
2.685	0.311977	0.207298	1	0.19825
2.686	0.312201	0.225555	1	0.201779
2.687	0.312443	0.242573	1	0.205309
2.688	0.312674	0.231739	1	0.202307
2.689	0.312897	0.22466	1	0.200273
2.69	0.313119	0.222387	1	0.199351
2.691	0.313327	0.208692	1	0.196011
2.692	0.313515	0.189635	1	0.191864
2.693	0.313683	0.168329	1	0.187738
2.694	0.313834	0.152298	1	0.184886
2.695	0.313988	0.154978	1	0.185011
2.696	0.314153	0.165812	1	0.186442
2.697	0.314325	0.172692	1	0.187288
2.698	0.314501	0.176783	1	0.187676
2.699	0.314688	0.188708	1	0.189507
2.7	0.314885	0.197116	1	0.190766
2.701	0.315087	0.20336	1	0.191642
2.702	0.315302	0.215502	1	0.193788
2.703	0.31553	0.229114	1	0.196393
2.704	0.315764	0.235213	1	0.197377
2.705	0.315997	0.233626	1	0.196576
2.706	0.316226	0.230033	1	0.195322
2.707	0.316449	0.223907	1	0.193522
2.708	0.316685	0.236991	1	0.196104
2.709	0.31693	0.245804	1	0.197783
2.71	0.317179	0.250069	1	0.198385
2.711	0.317438	0.260069	1	0.200462
2.712	0.317698	0.261048	1	0.200243
2.713	0.317973	0.275942	1	0.20374
2.714	0.318253	0.280932	1	0.204621
2.715	0.318512	0.259382	1	0.198329
2.716	0.318766	0.255216	1	0.196796
2.717	0.319015	0.250134	1	0.195061
2.718	0.319265	0.250304	1	0.194652
2.719	0.319522	0.258113	1	0.196173
2.72	0.319776	0.255209	1	0.194969
2.721	0.320025	0.250039	1	0.193214
2.722	0.320262	0.237226	1	0.189667
2.723	0.320505	0.244588	1	0.191003
2.724	0.320735	0.230538	1	0.187253
2.725	0.320958	0.22411	1	0.185392
2.726	0.321171	0.21399	1	0.182794
2.727	0.321397	0.226139	1	0.185065
2.728	0.321629	0.233073	1	0.186243
2.729	0.321839	0.211431	1	0.181058
2.73	0.322046	0.207157	1	0.179796
2.731	0.322257	0.212617	1	0.180565
2.732	0.322461	0.20428	1	0.178466
2.733	0.322676	0.216593	1	0.180674
2.734	0.322902	0.225971	1	0.182351
2.735	0.323119	0.218616	1	0.180331
2.736	0.32334	0.221325	1	0.180537
2.737	0.323569	0.230256	1	0.182148
2.738	0.323804	0.235366	1	0.182925
2.739	0.324032	0.229754	1	0.181216
2.74	0.324286	0.254223	1	0.186692
2.741	0.32455	0.265402	1	0.189132
2.742	0.324817	0.267269	1	0.189162
2.743	0.325087	0.270811	1	0.189643
2.744	0.325358	0.271826	1	0.189445
2.745	0.325633	0.276154	1	0.19015
2.746	0.325912	0.279814	1	0.190681
2.747	0.326178	0.266776	1	0.186656
2.748	0.326441	0.263758	1	0.185398
2.749	0.326677	0.237527	1	0.178413
2.75	0.326922	0.245992	1	0.180035
2.751	0.32715	0.228799	1	0.175559
2.752	0.327389	0.239403	1	0.17763
2.753	0.327638	0.250103	1	0.179819
2.754	0.32788	0.242269	1	0.177474
2.755	0.328121	0.242396	1	0.17709
2.756	0.328377	0.25716	1	0.180337
2.757	0.328629	0.252558	1	0.178733
2.758	0.328872	0.243447	1	0.176058
2.759	0.329105	0.234659	1	0.173557
2.76	0.329327	0.222119	1	0.170315
2.761	0.329557	0.230904	1	0.171913
2.762	0.329798	0.242527	1	0.174252
2.763	0.330023	0.225311	1	0.169844
2.764	0.330222	0.200388	1	0.1642
2.765	0.330421	0.19915	1	0.163616
2.766	0.330632	0.212085	1	0.165918
2.767	0.330856	0.225119	1	0.168387
2.768	0.331074	0.21848	1	0.166547
2.769	0.331309	0.235694	1	0.170059
2.77	0.331546	0.23759	1	0.170109
2.771	0.331767	0.222711	1	0.166311
2.772	0.332001	0.234501	1	0.168614
2.773	0.332243	0.243134	1	0.170268
2.774	0.33249	0.247247	1	0.170864
2.775	0.332733	0.244493	1	0.169779
2.776	0.332974	0.240951	1	0.168518
2.777	0.33321	0.237738	1	0.167353
2.778	0.333442	0.232074	1	0.165638
2.779	0.333696	0.255055	1	0.170812
2.78	0.33397	0.275299	1	0.175724
2.781	0.334248	0.278628	1	0.176185
2.782	0.334519	0.271616	1	0.173808
2.783	0.334776	0.257793	1	0.169724
2.784	0.335024	0.248645	1	0.166998
2.785	0.33526	0.236796	1	0.163733
2.786	0.335491	0.231975	1	0.162223
2.787	0.335715	0.224602	1	0.160171
2.788	0.335945	0.230863	1	0.16122
2.789	0.336151	0.206793	1	0.155615
2.79	0.336333	0.183595	1	0.150787
2.791	0.336519	0.186321	1	0.150988
2.792	0.336705	0.187388	1	0.150883
2.793	0.336871	0.166677	1	0.146945
2.794	0.337023	0.152374	1	0.144417
2.795	0.337168	0.14554	1	0.143163
2.796	0.337338	0.171425	1	0.146988
2.797	0.337519	0.181498	1	0.148471
2.798	0.337728	0.209766	1	0.153662
2.799	0.337937	0.210321	1	0.153439
2.8	0.338141	0.204771	1	0.151957
2.801	0.338356	0.214992	1	0.153755
2.802	0.338567	0.212034	1	0.152783
2.803	0.338762	0.19623	1	0.149241
2.804	0.338958	0.196869	1	0.149051
2.805	0.339142	0.184899	1	0.14647
2.806	0.339323	0.181187	1	0.1455
2.807	0.339468	0.145625	1	0.139457
2.808	0.339584	0.117514	1	0.135571
2.809	0.339707	0.123295	1	0.13607
2.81	0.339843	0.137094	1	0.137649
2.811	0.339987	0.144666	1	0.138485
2.812	0.340139	0.153315	1	0.13953
2.813	0.340292	0.153018	1	0.139241
2.814	0.340452	0.161087	1	0.140252
2.815	0.340644	0.19255	1	0.14551
2.816	0.340838	0.194609	1	0.1456
2.817	0.341008	0.171412	1	0.141083
2.818	0.341184	0.176617	1	0.141709
2.819	0.341357	0.173904	1	0.140959
2.82	0.34153	0.174158	1	0.140729
2.821	0.341701	0.171507	1	0.14
2.822	0.341885	0.184265	1	0.141979
2.823	0.342065	0.181486	1	0.141185
2.824	0.342224	0.159425	1	0.137175
2.825	0.342417	0.194329	1	0.143043
2.826	0.342613	0.196707	1	0.1432
2.827	0.342811	0.198663	1	0.143275
2.828	0.343023	0.212931	1	0.145878
2.829	0.343253	0.230601	1	0.149436
2.83	0.343488	0.235487	1	0.150207
2.831	0.343728	0.241236	1	0.151202
2.832	0.343971	0.242908	1	0.151228
2.833	0.344181	0.211447	1	0.143752
2.834	0.344374	0.193529	1	0.139824
2.835	0.344571	0.198245	1	0.140441
2.836	0.344776	0.205694	1	0.141627
2.837	0.344994	0.217979	1	0.143892
2.838	0.345211	0.218172	1	0.143598
2.839	0.345415	0.204865	1	0.140467
2.84	0.345615	0.20045	1	0.139264
2.841	0.345807	0.193458	1	0.13759
2.842	0.346019	0.212469	1	0.141122
2.843	0.346246	0.228132	1	0.144223
2.844	0.346464	0.217966	1	0.141622
2.845	0.346691	0.227839	1	0.143474
2.846	0.346919	0.228816	1	0.143348
2.847	0.347149	0.230497	1	0.143382
2.848	0.347377	0.229273	1	0.142752
2.849	0.347583	0.206412	1	0.137458
2.85	0.347796	0.214488	1	0.138832
2.851	0.348021	0.22556	1	0.140926
2.852	0.348226	0.20541	1	0.136274
2.853	0.348437	0.211655	1	0.137256
2.854	0.348663	0.226713	1	0.140214
2.855	0.348892	0.229788	1	0.14057
2.856	0.349098	0.206516	1	0.135182
2.857	0.349295	0.198156	1	0.133193
2.858	0.349501	0.206471	1	0.134566
2.859	0.349696	0.195836	1	0.132133
2.86	0.349919	0.22443	1	0.137805
2.861	0.350156	0.23702	1	0.140356
2.862	0.35041	0.255541	1	0.144536
2.863	0.350655	0.245037	1	0.141542
2.864	0.35092	0.2655	1	0.14637
2.865	0.351177	0.25783	1	0.14398
2.866	0.35143	0.254517	1	0.142754
2.867	0.351688	0.258347	1	0.143354
2.868	0.351917	0.229916	1	0.136073
2.869	0.352151	0.235042	1	0.136918
2.87	0.352351	0.20064	1	0.129129
2.871	0.352534	0.183121	1	0.125498
2.872	0.352702	0.168864	1	0.122741
2.873	0.352861	0.159972	1	0.121045
2.874	0.353005	0.144232	1	0.11844
2.875	0.353147	0.143252	1	0.118089
2.876	0.353278	0.13133	1	0.116261
2.877	0.353429	0.151938	1	0.118958
2.878	0.353578	0.149978	1	0.118443
2.879	0.353739	0.161613	1	0.120021
2.88	0.353909	0.170804	1	0.1213
2.881	0.354057	0.14835	1	0.117501
2.882	0.35421	0.154384	1	0.11819
2.883	0.354382	0.172356	1	0.120876
2.884	0.354549	0.167557	1	0.119818
2.885	0.354725	0.177053	1	0.121198
2.886	0.354883	0.158215	1	0.117811
2.887	0.355024	0.142442	1	0.115235
2.888	0.355169	0.145387	1	0.115449
2.889	0.355296	0.127558	1	0.112832
2.89	0.355437	0.141581	1	0.114515
2.891	0.355584	0.147853	1	0.11521
2.892	0.355749	0.165913	1	0.117805
2.893	0.355918	0.169784	1	0.118211
2.894	0.356072	0.155053	1	0.115596
2.895	0.35622	0.14867	1	0.114414
2.896	0.356339	0.118983	1	0.110271
2.897	0.356475	0.137002	1	0.112382
2.898	0.356597	0.123236	1	0.110415
2.899	0.356743	0.145824	1	0.113246
2.9	0.356884	0.142505	1	0.112564
2.901	0.357054	0.17029	1	0.116667
2.902	0.35726	0.207151	1	0.123329
2.903	0.357452	0.192574	1	0.120142
2.904	0.357648	0.196084	1	0.120546
2.905	0.357818	0.170717	1	0.115651
2.906	0.35799	0.173065	1	0.11581
2.907	0.358164	0.174932	1	0.115888
2.908	0.358304	0.140133	1	0.110208
2.909	0.358446	0.143207	1	0.110442
2.91	0.358582	0.136374	1	0.109294
2.911	0.358759	0.178284	1	0.115637
2.912	0.358939	0.180279	1	0.115741
2.913	0.359103	0.164324	1	0.112762
2.914	0.359256	0.154418	1	0.110966
2.915	0.359391	0.13555	1	0.108041
2.916	0.359533	0.142106	1	0.108753
2.917	0.359683	0.151054	1	0.109853
2.918	0.359842	0.160143	1	0.111044
2.919	0.360026	0.18482	1	0.115042
2.92	0.360218	0.191862	1	0.116101
2.921	0.360412	0.194638	1	0.116367
2.922	0.360589	0.178057	1	0.113029
2.923	0.360778	0.190237	1	0.115008
2.924	0.36098	0.201837	1	0.117002
2.925	0.361183	0.204291	1	0.117218
2.926	0.361387	0.204923	1	0.117064
2.927	0.361605	0.218698	1	0.11968
2.928	0.361812	0.20742	1	0.116991
2.929	0.362033	0.221209	1	0.119642
2.93	0.362253	0.220939	1	0.119278
2.931	0.362494	0.241779	1	0.123768
2.932	0.362732	0.238409	1	0.122632
2.933	0.362962	0.231157	1	0.120613
2.934	0.363193	0.231663	1	0.120414
2.935	0.363418	0.225541	1	0.118708
2.936	0.363627	0.209443	1	0.114922
2.937	0.363832	0.205975	1	0.113921
2.938	0.364035	0.203158	1	0.11307
2.939	0.364244	0.209612	1	0.114118
2.94	0.364445	0.201966	1	0.112271
2.941	0.364646	0.201813	1	0.111968
2.942	0.364849	0.203884	1	0.112113
2.943	0.365062	0.213427	1	0.113817
2.944	0.365289	0.227331	1	0.116575
2.945	0.365496	0.207946	1	0.112078
2.946	0.365705	0.209972	1	0.11222
2.947	0.365942	0.237521	1	0.118066
2.948	0.366198	0.256274	1	0.122354
2.949	0.366457	0.259588	1	0.122862
2.95	0.366719	0.263207	1	0.123458
2.951	0.366983	0.264888	1	0.12355
2.952	0.367231	0.248584	1	0.119035
2.953	0.36748	0.24931	1	0.118886
2.954	0.367741	0.261794	1	0.12173
2.955	0.368002	0.261525	1	0.121315
2.956	0.368251	0.24965	1	0.117952
2.957	0.368497	0.24669	1	0.116893
2.958	0.36874	0.243721	1	0.115846
2.959	0.368979	0.239734	1	0.114569
2.96	0.369216	0.237873	1	0.113814
2.961	0.369454	0.238336	1	0.113614
2.962	0.369673	0.22022	1	0.109173
2.963	0.369906	0.232818	1	0.111725
2.964	0.370148	0.243477	1	0.113948
2.965	0.370397	0.249501	1	0.11511
2.966	0.370623	0.226069	1	0.109246
2.967	0.370868	0.246236	1	0.113691
2.968	0.371105	0.237126	1	0.111184
2.969	0.371355	0.250676	1	0.114167
2.97	0.371618	0.263737	1	0.117188
2.971	0.371889	0.271415	1	0.118896
2.972	0.372174	0.286219	1	0.122658
2.973	0.372485	0.311063	1	0.129681
2.974	0.372776	0.292324	1	0.123656
2.975	0.373098	0.322709	1	0.132591
2.976	0.373442	0.34407	1	0.139277
2.977	0.373771	0.329862	1	0.134073
2.978	0.374081	0.310547	1	0.127498
2.979	0.374405	0.324761	1	0.131605
2.98	0.374732	0.327022	1	0.131933
2.981	0.375064	0.333267	1	0.133578
2.982	0.375402	0.338022	1	0.134753
2.983	0.375762	0.361385	1	0.142474
2.984	0.376115	0.352844	1	0.138987
2.985	0.376482	0.368081	1	0.144025
2.986	0.376874	0.392283	1	0.152743
2.987	0.377258	0.384458	1	0.149232
2.988	0.37763	0.372775	1	0.144353
2.989	0.377997	0.367376	1	0.141907
2.99	0.378377	0.380673	1	0.146417
2.991	0.378758	0.382376	1	0.146603
2.992	0.379157	0.398922	1	0.152585
2.993	0.379586	0.429713	1	0.164824
2.994	0.379988	0.403018	1	0.153226
2.995	0.38038	0.392137	1	0.148431
2.996	0.380766	0.386955	1	0.145951
2.997	0.381117	0.351665	1	0.1325
2.998	0.381464	0.347127	1	0.130503
2.999	0.381791	0.327896	1	0.123625
3	0.382101	0.310758	1	0.117786
3.001	0.382416	0.315529	1	0.118909
3.002	0.38272	0.304071	1	0.115003
3.003	0.383028	0.308484	1	0.115994
3.004	0.383334	0.30737	1	0.115292
3.005	0.383651	0.317043	1	0.117944
3.006	0.383948	0.298036	1	0.111753
3.007	0.384225	0.2771	1	0.105412
3.008	0.384516	0.291589	1	0.109195
3.009	0.384769	0.254284	1	0.0987205
3.01	0.384994	0.225368	1	0.0915271
3.011	0.385228	0.234212	1	0.0932909
3.012	0.385457	0.229601	1	0.0919588
3.013	0.385705	0.248173	1	0.0961123
3.014	0.385966	0.262159	1	0.0993824
3.015	0.386232	0.266129	1	0.100129
3.016	0.386467	0.235484	1	0.0921755
3.017	0.386687	0.220818	1	0.0885797
3.018	0.386922	0.235837	1	0.0917427
3.019	0.387145	0.223786	1	0.0887209
3.02	0.387371	0.226075	1	0.0889816
3.021	0.387599	0.228858	1	0.0893577
3.022	0.387849	0.250253	1	0.0942027
3.023	0.388099	0.251057	1	0.0941235
3.024	0.388366	0.267018	1	0.0979604
3.025	0.388637	0.271801	1	0.0989464
3.026	0.388902	0.265289	1	0.0969033
3.027	0.389171	0.269787	1	0.0978077
3.028	0.389442	0.271818	1	0.0980575
3.029	0.389724	0.282387	1	0.100675
3.03	0.390007	0.283703	1	0.100736
3.031	0.390305	0.298454	1	0.104702
3.032	0.390603	0.298071	1	0.104262
3.033	0.390903	0.301364	1	0.10492
3.034	0.391173	0.270432	1	0.0957829
3.035	0.391434	0.260809	1	0.0929439
3.036	0.391713	0.280097	1	0.0978574
3.037	0.391976	0.262884	1	0.0929005
3.038	0.39222	0.24459	1	0.0879952
3.039	0.392459	0.239794	1	0.0865762
3.04	0.392691	0.232712	1	0.0846536
3.041	0.392945	0.254675	1	0.0897332
3.042	0.393211	0.266709	1	0.0925858
3.043	0.39348	0.268687	1	0.0928293
3.044	0.393736	0.256866	1	0.0894504
3.045	0.393995	0.260167	1	0.0900282
3.046	0.39424	0.244948	1	0.0859257
3.047	0.394491	0.251401	1	0.0872622
3.048	0.394777	0.287085	1	0.0965679
3.049	0.395069	0.292435	1	0.0978115
3.05	0.395352	0.283704	1	0.0949996
3.051	0.395643	0.291601	1	0.0969671
3.052	0.395929	0.28609	1	0.0950775
3.053	0.396257	0.328843	1	0.107882
3.054	0.396581	0.323794	1	0.105899
3.055	0.396907	0.326793	1	0.106538
3.056	0.397256	0.349918	1	0.114003
3.057	0.397608	0.351939	1	0.114351
3.058	0.397946	0.338337	1	0.109312
3.059	0.398291	0.346046	1	0.111597
3.06	0.398626	0.335447	1	0.107646
3.061	0.398945	0.319751	1	0.102181
3.062	0.399275	0.330431	1	0.10532
3.063	0.399622	0.347558	1	0.110777
3.064	0.399964	0.342572	1	0.108714
3.065	0.4003	0.335742	1	0.106062
3.066	0.400615	0.315796	1	0.0992504
3.067	0.400915	0.301006	1	0.094391
3.068	0.401199	0.284428	1	0.0892573
3.069	0.401502	0.30297	1	0.0944047
3.07	0.401784	0.282309	1	0.0880816
3.071	0.402089	0.305424	1	0.0945752
3.072	0.402386	0.297663	1	0.0919442
3.073	0.40267	0.284217	1	0.0877559
3.074	0.402945	0.275978	1	0.0851803
3.075	0.403214	0.269669	1	0.0831981
3.076	0.403495	0.281443	1	0.0861711
3.077	0.403779	0.284529	1	0.0867706
3.078	0.404026	0.246872	1	0.0765283
3.079	0.404306	0.280583	1	0.0851505
3.08	0.4046	0.294594	1	0.0888988
3.081	0.404877	0.277751	1	0.0838147
3.082	0.405176	0.299844	1	0.0899108
3.083	0.405475	0.29865	1	0.0892712
3.084	0.405764	0.289968	1	0.0864428
3.085	0.406049	0.285631	1	0.0849262
3.086	0.406315	0.26574	1	0.0791936
3.087	0.406596	0.281413	1	0.0832187
3.088	0.406862	0.267137	1	0.0790544
3.089	0.407098	0.23609	1	0.0710234
3.09	0.407339	0.241423	1	0.072073
3.091	0.407587	0.249006	1	0.0737026
3.092	0.407845	0.258295	1	0.0758207
3.093	0.408111	0.266569	1	0.0777473
3.094	0.408389	0.27848	1	0.0807381
3.095	0.408666	0.277133	1	0.0801109
3.096	0.408938	0.272357	1	0.0785506
3.097	0.409221	0.283146	1	0.0812904
3.098	0.409488	0.267801	1	0.0768208
3.099	0.409766	0.278373	1	0.0794568
3.1	0.41005	0.284713	1	0.0809856
3.101	0.410325	0.275733	1	0.0782222
3.102	0.410618	0.293527	1	0.0830242
3.103	0.410904	0.285826	1	0.0805389
3.104	0.411161	0.257328	1	0.0725711
3.105	0.411425	0.265228	1	0.0744001
3.106	0.411706	0.281353	1	0.0785587
3.107	0.41199	0.284102	1	0.0790857
3.108	0.412277	0.287291	1	0.0797448
3.109	0.412565	0.288319	1	0.0797884
3.11	0.412843	0.278631	1	0.0767992
3.111	0.413113	0.269989	1	0.0741942
3.112	0.413373	0.260784	1	0.0715254
3.113	0.413613	0.240429	1	0.0662166
3.114	0.413868	0.255056	1	0.0696208
3.115	0.414122	0.255148	1	0.0694252
3.116	0.414384	0.262056	1	0.0709872
3.117	0.414637	0.253915	1	0.0686704
3.118	0.414881	0.244165	1	0.0660345
3.119	0.415116	0.235244	1	0.0636965
3.12	0.415347	0.231353	1	0.0625929
3.121	0.415562	0.215599	1	0.0588902
3.122	0.415773	0.211105	1	0.0577538
3.123	0.415987	0.214955	1	0.0583936
3.124	0.416204	0.217678	1	0.0588002
3.125	0.41645	0.245916	1	0.0651403
3.126	0.416718	0.268386	1	0.070695
3.127	0.416962	0.244391	1	0.06434
3.128	0.417211	0.249913	1	0.0654981
3.129	0.417439	0.228193	1	0.0601174
3.13	0.417678	0.239007	1	0.0624469
3.131	0.417911	0.233499	1	0.0609541
3.132	0.418129	0.21805	1	0.0572875
3.133	0.418336	0.207462	1	0.0548656
3.134	0.418559	0.224087	1	0.0582704
3.135	0.418794	0.23518	1	0.0606268
3.136	0.419022	0.22796	1	0.0587704
3.137	0.419247	0.225444	1	0.0580181
3.138	0.419469	0.223113	1	0.0573156
3.139	0.419686	0.217339	1	0.0558695
3.14	0.41989	0.203912	1	0.0528782
3.141	0.420109	0.220007	1	0.0561141
3.142	0.420327	0.218255	1	0.0555563
3.143	0.420525	0.19816	1	0.051215
3.144	0.42071	0.185846	1	0.0487036
3.145	0.420894	0.183849	1	0.048189
3.146	0.421075	0.181027	1	0.0475315
3.147	0.421244	0.170096	1	0.0454786
3.148	0.421425	0.181066	1	0.0472626
3.149	0.421627	0.202512	1	0.0512172
3.15	0.421817	0.190686	1	0.0487431
3.151	0.422018	0.201308	1	0.0506683
3.152	0.422206	0.188405	1	0.0480075
3.153	0.42239	0.183759	1	0.0470004
3.154	0.422575	0.185419	1	0.0471635
3.155	0.422764	0.189472	1	0.0477771
3.156	0.422944	0.181024	1	0.0460727
3.157	0.42313	0.186324	1	0.046903
3.158	0.423304	0.174125	1	0.044571
3.159	0.423481	0.177576	1	0.0450421
3.16	0.423648	0.166613	1	0.0430285
3.161	0.423791	0.144331	1	0.0394544
3.162	0.423936	0.144825	1	0.0394159
3.163	0.424075	0.139112	1	0.0384994
3.164	0.424196	0.121962	1	0.0361684
3.165	0.424339	0.143216	1	0.0388783
3.166	0.424472	0.133367	1	0.0374157
3.167	0.424601	0.129673	1	0.0368323
3.168	0.424734	0.132808	1	0.0371441
3.169	0.424887	0.153916	1	0.0400547
3.17	0.425048	0.161365	1	0.0411082
3.171	0.425208	0.159618	1	0.0407085
3.172	0.425392	0.185045	1	0.0449525
3.173	0.425571	0.178867	1	0.0436954
3.174	0.425776	0.205174	1	0.0485946
3.175	0.42599	0.215064	1	0.0505135
3.176	0.426229	0.2395	1	0.0558906
3.177	0.426461	0.231512	1	0.0538392
3.178	0.426688	0.22772	1	0.0528016
3.179	0.426917	0.229682	1	0.0530824
3.18	0.427149	0.232079	1	0.0534667
3.181	0.427398	0.249096	1	0.0573801
3.182	0.427631	0.233735	1	0.0535024
3.183	0.42785	0.21963	1	0.0501466
3.184	0.428062	0.212298	1	0.0484106
3.185	0.428275	0.213636	1	0.0485422
3.186	0.428462	0.186863	1	0.0430473
3.187	0.428637	0.175736	1	0.0409048
3.188	0.428794	0.157293	1	0.0377218
3.189	0.428937	0.143254	1	0.0355104
3.19	0.429084	0.146859	1	0.0359294
3.191	0.429227	0.143594	1	0.0353537
3.192	0.429358	0.131616	1	0.0336128
3.193	0.429504	0.145705	1	0.0354637
3.194	0.429654	0.150545	1	0.0360749
3.195	0.429809	0.155998	1	0.0368013
3.196	0.429954	0.144592	1	0.0349859
3.197	0.430073	0.120087	1	0.0316591
3.198	0.430176	0.102823	1	0.0296633
3.199	0.430258	0.0824271	1	0.0277169
3.2	0.430336	0.0788671	1	0.0273751
3.201	0.430414	0.0782399	1	0.0272716
3.202	0.43046	0.0457937	1	0.0252277
3.203	0.430498	0.0385806	1	0.0248969
3.204	0.430561	0.0636108	1	0.0261318
3.205	0.430625	0.0639553	1	0.0261097
3.206	0.430673	0.0484738	1	0.025206
3.207	0.430727	0.0545442	1	0.0254811
3.208	0.430781	0.0539942	1	0.0254141
3.209	0.430838	0.0571301	1	0.0255491
3.21	0.430866	0.0282343	1	0.0242965
3.211	0.430911	0.0456383	1	0.024908
3.212	0.430982	0.071069	1	0.0263431
3.213	0.431081	0.100021	1	0.0287511
3.214	0.431165	0.0845636	1	0.0272665
3.215	0.431259	0.0934018	1	0.0279889
3.216	0.43137	0.112265	1	0.0298518
3.217	0.431477	0.107212	1	0.029224
3.218	0.431599	0.121607	1	0.0307879
3.219	0.431695	0.0971079	1	0.0280426
3.22	0.431797	0.1016	1	0.0284198
3.221	0.431883	0.0863754	1	0.0269302
3.222	0.431959	0.0767918	1	0.0260963
3.223	0.43202	0.0611809	1	0.024978
3.224	0.432064	0.0439782	1	0.0240438
3.225	0.432095	0.031443	1	0.02355
3.226	0.432152	0.0572748	1	0.0246572
3.227	0.432217	0.0654893	1	0.0251173
3.228	0.432289	0.0729423	1	0.0255839
3.229	0.432362	0.0732236	1	0.0255552
3.23	0.432423	0.0615522	1	0.0247273
3.231	0.432491	0.0675095	1	0.0250663
3.232	0.432546	0.0555052	1	0.0242908
3.233	0.432597	0.0516737	1	0.0240508
3.234	0.432654	0.0574727	1	0.0243288
3.235	0.4327	0.0457206	1	0.0236919
3.236	0.432764	0.0648552	1	0.0247064
3.237	0.432825	0.0610262	1	0.0244246
3.238	0.432879	0.054704	1	0.0240223
3.239	0.432917	0.0377758	1	0.0232144
3.24	0.432964	0.0476164	1	0.0236028
3.241	0.433005	0.0410411	1	0.0232841
3.242	0.433041	0.0365995	1	0.0230874
3.243	0.43307	0.0289244	1	0.0228168
3.244	0.433102	0.0323604	1	0.0229006
3.245	0.433134	0.0332406	1	0.0229075
3.246	0.433166	0.0321718	1	0.0228512
3.247	0.433201	0.0348185	1	0.0229169
3.248	0.43324	0.0394227	1	0.0230617
3.249	0.43329	0.0500891	1	0.0235058
3.25	0.433338	0.0486284	1	0.0234015
3.251	0.433389	0.0510446	1	0.0234882
3.252	0.433457	0.068367	1	0.0244771
3.253	0.433556	0.0996593	1	0.02704
3.254	0.433629	0.073202	1	0.0247049
3.255	0.433716	0.0879212	1	0.0258326
3.256	0.433799	0.0833079	1	0.0253827
3.257	0.433858	0.0594107	1	0.0236383
3.258	0.433942	0.0838124	1	0.0253306
3.259	0.434024	0.0827234	1	0.0251855
3.26	0.434097	0.0725801	1	0.0243502
3.261	0.434182	0.0859725	1	0.0253555
3.262	0.434263	0.080631	1	0.0248577
3.263	0.434372	0.109334	1	0.0275125
3.264	0.434463	0.0922077	1	0.0257263
3.265	0.434575	0.112183	1	0.0276945
3.266	0.434694	0.11922	1	0.0284309
3.267	0.43483	0.135679	1	0.0304404
3.268	0.434951	0.121656	1	0.0285571
3.269	0.435047	0.096633	1	0.0257633
3.27	0.435123	0.0764156	1	0.0239646
3.271	0.435214	0.0905499	1	0.0250861
3.272	0.435296	0.0824888	1	0.0243355
3.273	0.435381	0.0855038	1	0.0245336
3.274	0.435466	0.0850824	1	0.0244429
3.275	0.43555	0.0848647	1	0.0243699
3.276	0.43564	0.0900477	1	0.0247654
3.277	0.435736	0.0963019	1	0.0252864
3.278	0.435837	0.10125	1	0.0257104
3.279	0.435939	0.102152	1	0.0257368
3.28	0.436025	0.0869051	1	0.0242401
3.281	0.436122	0.0974845	1	0.0251534
3.282	0.436196	0.073575	1	0.0230616
3.283	0.436277	0.0813888	1	0.0236154
3.284	0.436368	0.0912193	1	0.0244059
3.285	0.436473	0.105509	1	0.0257446
3.286	0.43656	0.0875628	1	0.0239568
3.287	0.436637	0.0772174	1	0.0230556
3.288	0.436719	0.0825213	1	0.0234272
3.289	0.436802	0.0830845	1	0.0234215
3.29	0.436899	0.0976681	1	0.024678
3.291	0.43701	0.110552	1	0.0259499
3.292	0.437135	0.12602	1	0.0277004
